user_code, start_station, end_station, price, start_time, end_time
887520740,Liwan,Luohu,7.0,2023-12-20 21:38:31,2023-12-20 21:53:31
885331244,Xili Lake,Nanlian,9.0,2023-09-29 14:53:29,2023-09-29 15:33:29
886745684,Changhu,Bao'an Center,7.0,2023-01-17 19:42:58,2023-01-17 19:44:58
882192474,Hubei,Hi-Tech Park,5.0,2024-03-21 11:54:02,2024-03-21 12:32:02
883223059,Futian,Tongle South,5.0,2023-03-31 17:48:59,2023-03-31 18:28:59
887729663,Xitou,Huawei,9.0,2024-02-10 10:45:53,2024-02-10 11:27:53
884810387,Chaguang,Laojie,6.0,2023-01-22 13:40:42,2023-01-22 14:17:42
888005990,Nanshan,Sihai,2.0,2024-02-16 21:34:12,2024-02-16 21:38:12
884504672,Gongming Square,Huaqiang North,9.0,2023-12-12 13:44:55,2023-12-12 13:52:55
882700189,Pingluan Hill,Gushu,5.0,2023-12-16 11:47:59,2023-12-16 12:47:59
885302685,Shenwai Senior Campus,Hongling South,6.0,2024-02-06 18:37:02,2024-02-06 18:57:02
884423883,Futian Bonded Area,ShaTian,10.0,2023-03-15 12:32:25,2023-03-15 13:18:25
883906889,Futian Checkpoint,Baigelong,5.0,2023-07-15 15:45:08,2023-07-15 16:09:08
888679640,Fumin,Shanglilang,6.0,2023-04-10 11:34:57,2023-04-10 12:26:57
881356782,Pingzhou, Shengping Station,10.0,2023-11-06 07:49:59,2023-11-06 08:09:59
886652114,Honganwei,Qianwan,9.0,2024-03-18 21:49:54,2024-03-18 22:22:54
888039972,Xiangmei North,Airport East,7.0,2023-03-10 10:54:21,2023-03-10 11:33:21
888812688,Huilongpu  station
,Ludancun,8.0,2024-01-09 15:49:37,2024-01-09 16:01:37
889739364,Sea World,Yitian,6.0,2024-02-17 22:32:01,2024-02-17 22:56:01
884889358,Qinghu,Songyuanxia,3.0,2023-04-27 18:36:19,2023-04-27 19:02:19
889409680,Liutang,Pingshan Center,11.0,2024-01-17 15:30:10,2024-01-17 15:44:10
881190890,Shuibei,Xinxiu,3.0,2024-02-29 09:46:02,2024-02-29 10:42:02
886711749,ShaTian,Hongshan,10.0,2023-11-21 18:40:34,2023-11-21 19:39:34
883492233,Haiyue,Liuhe station,10.0,2024-02-13 16:33:37,2024-02-13 17:25:37
887071892,Taoyuancun,Shangfen,5.0,2023-07-31 15:55:50,2023-07-31 16:38:50
888069130,Zhongshan Park,Laojie,6.0,2024-02-13 11:47:07,2024-02-13 12:07:07
882386538,Pingshan wei,Longhua,9.0,2024-01-02 17:39:28,2024-01-02 17:51:28
881775768,Meilinguan,Xiangmei,5.0,2024-03-19 21:57:09,2024-03-19 21:58:09
883035272, Shengping Station,Gangxia,8.0,2023-01-23 18:41:52,2023-01-23 18:43:52
881988567,Antuo Hill,Hongling North,5.0,2023-04-15 09:31:21,2023-04-15 10:27:21
885041583,Huaxin,Minle,3.0,2024-03-15 06:56:10,2024-03-15 07:03:10
886668658,Xixiang,Luohu,7.0,2023-04-14 06:56:16,2023-04-14 07:25:16
884010598,Linhai,Civic Center,6.0,2024-03-19 09:58:52,2024-03-19 10:15:52
887181794,Liuyue North,Wanxia,8.0,2023-05-06 18:42:59,2023-05-06 19:09:59
889661793,Wuhe,Shuiwan,7.0,2023-03-20 14:31:22,2023-03-20 14:59:22
889134854,Baishizhou,Mumianwan,6.0,2023-09-16 21:57:41,2023-09-16 22:38:41
887127399,Xiangmei,Zhangbei,8.0,2023-06-11 15:43:39,2023-06-11 16:02:39
889251902,Baohua,Shangchuan,3.0,2023-04-26 07:55:07,2023-04-26 08:55:07
887631541,Shenzhen North Station,Honghu,5.0,2023-11-17 11:33:32,2023-11-17 11:43:32
888496116,Qiaoxiang,Pingluan Hill,6.0,2023-03-30 11:41:37,2023-03-30 11:44:37
885364875,Changhu,Xiangmei,6.0,2023-10-10 07:39:45,2023-10-10 08:22:45
889643575,Shenzhen Bay Park,Haiyue,3.0,2023-06-17 22:34:32,2023-06-17 23:05:32
886685120,Maling,Huangtian,7.0,2023-09-12 06:37:22,2023-09-12 06:38:22
881518360,Zhongwu South,Henggang,9.0,2023-10-24 18:48:53,2023-10-24 19:18:53
881344493,He'ao, Shengping Station,4.0,2023-08-18 21:58:19,2023-08-18 22:23:19
882984982,Aobei,Bao'an Stadium,9.0,2023-01-17 13:54:15,2023-01-17 13:55:15
886416954,Hi-Tech Park,Longcheng Square,9.0,2023-12-28 06:46:41,2023-12-28 07:17:41
881612227,Yijing,Changlong,3.0,2023-02-22 06:51:29,2023-02-22 06:53:29
888952678,Yonghu,Yantianxu,8.0,2023-07-15 14:56:38,2023-07-15 15:29:38
884881680,Huangmugang,Pinghu,7.0,2023-12-04 17:47:20,2023-12-04 18:11:20
885697137,Window of the World,Changhu,7.0,2023-05-27 15:47:49,2023-05-27 16:24:49
888969444,Fuwei,Children's Palace,8.0,2024-02-01 12:34:49,2024-02-01 12:35:49
884391074,Nanyue,ShaTian,6.0,2023-08-22 18:36:52,2023-08-22 18:36:52
883381011,Yangmei,Antuo Hill,5.0,2023-09-08 20:54:52,2023-09-08 21:44:52
886840032,Houting,Liutang,7.0,2023-10-04 21:47:39,2023-10-04 22:19:39
887713309,Shangsha, Shengping Station,8.0,2024-03-19 13:47:31,2024-03-19 14:37:31
882944226,Shenzhen North Station,Mumianwan,5.0,2023-10-19 18:36:17,2023-10-19 19:36:17
883885919, Shengping Station,Sports Center,8.0,2023-10-10 13:33:35,2023-10-10 13:35:35
889905163,Mission Hills,Tongxinling,7.0,2023-10-10 20:30:17,2023-10-10 20:36:17
886134965,Zhuguang,Longjing,2.0,2023-03-26 21:38:37,2023-03-26 21:45:37
888714376,Meijing,Baishilong,3.0,2023-02-13 08:31:41,2023-02-13 09:02:41
887391605,Zhangbei,Cuizhu,7.0,2023-07-19 22:33:39,2023-07-19 23:33:39
889595238,Yonghu,Longyuan Station,4.0,2023-07-24 06:40:27,2023-07-24 07:02:27
885955814,Shopping Park,Hanling,4.0,2023-07-28 21:51:31,2023-07-28 21:53:31
881230364,Bihaiwan,Bantian,7.0,2023-07-07 08:54:04,2023-07-07 09:49:04
881230657,Liantang Checkpoint,Hongling South,4.0,2024-01-05 15:39:39,2024-01-05 15:53:39
882829877,Huawei,Fuhai West,9.0,2023-12-11 06:37:46,2023-12-11 06:41:46
884099283,Pingshan Station,Donggualing,8.0,2024-01-31 21:40:16,2024-01-31 21:48:16
884969873,Qiaotou,Shenzhen World,3.0,2023-10-04 06:51:09,2023-10-04 07:38:09
881551970,Litchi Orchards,Longyuan Station,10.0,2023-11-12 17:55:14,2023-11-12 18:09:14
884112734,Chaguang,Shangjing Station,9.0,2024-01-19 08:49:57,2024-01-19 09:20:57
887486350,Huangmugang,Hongshuwan South,5.0,2023-09-09 14:38:09,2023-09-09 14:48:09
884719451,Huangmugang,Dameisha,7.0,2024-02-01 13:55:48,2024-02-01 14:07:48
882701972,Xixiang Taoyuan,Guomao,8.0,2024-02-01 13:31:05,2024-02-01 13:37:05
885306528,Bihaiwan,Shaibu,7.0,2023-12-29 09:42:50,2023-12-29 10:37:50
882918866,Huanggang Checkpoint,Laojie,3.0,2024-03-15 14:44:19,2024-03-15 14:49:19
884901234,Luohu  North,Xin'an,7.0,2023-01-14 17:36:16,2023-01-14 17:38:16
887764119,Convention & Exhibition Center,Nanlian,8.0,2023-08-25 19:57:34,2023-08-25 20:45:34
889521373,Liantang Checkpoint,Hubei,2.0,2023-11-13 15:38:14,2023-11-13 16:05:14
887407721,Antuo Hill,Pingzhou,5.0,2023-07-21 07:35:31,2023-07-21 07:47:31
886388477,Renmin South,Meilinguan,4.0,2024-02-07 10:44:54,2024-02-07 11:14:54
882394192,Yitian,Shijing,9.0,2023-08-12 17:39:22,2023-08-12 18:11:22
888892098,Daxin,Shabo ,11.0,2023-03-27 12:55:08,2023-03-27 13:15:08
883737429,Xinxiu,Lianhuacun ,4.0,2023-08-09 07:33:00,2023-08-09 07:35:00
886928396,Airport North,Nankeng,9.0,2023-09-19 16:30:28,2023-09-19 17:08:28
888375138,Liangmao Hill,SIAT,9.0,2023-12-09 21:52:43,2023-12-09 22:46:43
881044025,Gankeng,Gushu,8.0,2024-02-20 15:53:49,2024-02-20 16:38:49
881583628,Pinghuan,Hongling,8.0,2023-08-18 07:49:03,2023-08-18 08:32:03
887743995,Shuibei,Yangmei,4.0,2023-12-05 06:44:18,2023-12-05 07:21:18
888432884,Dameisha,Wutong Mountain South,5.0,2023-10-04 17:51:19,2023-10-04 17:57:19
884497180,Gangxia,Liuxiandong,5.0,2023-12-16 21:46:13,2023-12-16 22:26:13
883163332,Longcheng Square,Qiaocheng East,8.0,2023-08-26 17:44:37,2023-08-26 18:20:37
889308531,Sea World,Gangtou,8.0,2023-03-20 17:43:40,2023-03-20 17:55:40
885869365,Xiangmei,Xingdong,5.0,2023-05-28 15:32:04,2023-05-28 15:51:04
887412027,Baishilong,Xili,4.0,2024-03-05 14:49:47,2024-03-05 15:37:47
882598687,Hongshuwan,Futian Checkpoint,5.0,2024-01-22 22:36:18,2024-01-22 23:00:18
883394591,Shabo ,Fanshen,11.0,2023-12-01 18:49:58,2023-12-01 18:52:58
884431972,Bitou,Shuanglong Station,13.0,2023-09-21 12:50:35,2023-09-21 12:59:35
884641471,Xitou,Bao'an Passenger Transport Terminal,7.0,2024-02-14 11:32:55,2024-02-14 12:04:55
884754464,Tongxinling,He'ao,6.0,2023-09-11 12:58:48,2023-09-11 13:34:48
882194562,Futian Checkpoint,Xintangwei Station,8.0,2023-10-04 17:30:12,2023-10-04 17:32:12
883466926,Qiaotou West,ShaTian,14.0,2023-03-29 10:34:03,2023-03-29 10:43:03
882103746,Huanggangcun,Guangming St,8.0,2023-01-21 06:34:57,2023-01-21 06:39:57
887101634,Antuo Hill,Yinhu,4.0,2023-11-08 10:38:16,2023-11-08 11:02:16
882502922,Sports Center,Hi-tech South,5.0,2024-01-16 17:34:47,2024-01-16 18:09:47
882874641,Xiameilin,Shenwai Senior Campus,7.0,2023-11-01 06:41:54,2023-11-01 07:40:54
884099283,Baishizhou,Longyuan Station,9.0,2023-07-08 10:35:45,2023-07-08 11:24:45
882427459,Shuibei,Hi-Tech Park,6.0,2023-02-04 22:34:22,2023-02-04 22:40:22
883111742,Wutong Mountain South,Xixiang Taoyuan,9.0,2023-08-09 19:34:00,2023-08-09 19:36:00
883425449,Fuhai West,Daxin,7.0,2023-02-04 19:58:22,2023-02-04 20:26:22
882270171,Futian Checkpoint,Shijing,9.0,2024-02-12 08:32:05,2024-02-12 09:31:05
883569836,Hongshuwan South,Shenyun,4.0,2023-12-28 20:33:19,2023-12-28 20:47:19
883035714,Shixia,Zhuzilin,3.0,2023-11-27 07:55:54,2023-11-27 08:49:54
882267828,Kengzi,Meicun,10.0,2023-10-26 11:42:24,2023-10-26 11:53:24
885189453,OCT,Xin'an,4.0,2023-09-12 14:32:51,2023-09-12 14:57:51
886350055,Huaqiang Rd,Huanggang Checkpoint,2.0,2024-03-16 17:47:48,2024-03-16 18:36:48
884577286,Futian Bonded Area,Keyuan,5.0,2023-08-16 07:47:27,2023-08-16 08:03:27
884240886,Heshuikou,Luohu,9.0,2023-10-20 15:50:52,2023-10-20 16:21:52
883613016,Shabo ,Baohua,11.0,2023-02-15 15:30:12,2023-02-15 16:08:12
888211293,Gongming Square,Window of the World,9.0,2023-11-18 08:46:37,2023-11-18 08:56:37
883012435,Chiwei,Yanzihu,9.0,2023-12-01 07:43:04,2023-12-01 07:57:04
886452189,Wuhe,Sungang,4.0,2023-10-23 14:44:13,2023-10-23 15:18:13
883056644,Tianbei,Gushu,8.0,2023-12-15 09:31:14,2023-12-15 10:24:14
881153619,Yantian Rd,Huilongpu  station
,9.0,2023-06-05 09:42:37,2023-06-05 10:40:37
883517629,Yantian Rd,Xiameilin,7.0,2024-02-27 07:31:39,2024-02-27 08:25:39
885325074,Maling,Shaibu,3.0,2023-04-01 08:44:13,2023-04-01 09:31:13
888417798,Yuanling,Baolongtongle Station,8.0,2023-02-08 21:46:26,2023-02-08 22:45:26
882239514,Daxin,Hi-tech South,3.0,2024-03-16 10:48:42,2024-03-16 11:07:42
888686937,Xixiang,Zhongwu South,5.0,2023-06-27 17:41:23,2023-06-27 18:26:23
881079961,Liuyue,Nonglin,6.0,2023-04-02 20:48:21,2023-04-02 21:40:21
888491001,Bao'an Stadium,Pingshan Center,11.0,2024-02-20 06:42:23,2024-02-20 07:01:23
884969873,Litchi Orchards,Taiziwan,3.0,2024-02-05 17:46:11,2024-02-05 17:46:11
881886938,Zuopaotai East,Pinghu,9.0,2024-02-18 22:58:59,2024-02-18 23:42:59
884417185,Liuyue North,Gongming Square,10.0,2024-01-03 14:39:53,2024-01-03 15:24:53
881566296,Shutianpu,Qiaotou,5.0,2024-01-02 16:39:31,2024-01-02 16:43:31
881356782,Hongshan,Liuhe station,9.0,2023-05-28 16:45:29,2023-05-28 17:13:29
886620152,Airport East,Baolongtongle Station,12.0,2023-07-11 14:52:17,2023-07-11 15:04:17
886155203,Chiwan,Jinlong,11.0,2023-02-01 17:40:12,2023-02-01 18:07:12
887402791,Yonghu,Baigelong,5.0,2023-07-03 09:58:43,2023-07-03 10:20:43
886661612,Pinghu,Chegongmiao,7.0,2023-05-18 18:38:43,2023-05-18 19:01:43
888211974,Airport,Baigelong,9.0,2023-05-18 19:51:27,2023-05-18 20:18:27
885607512,Fumin,Laojie,3.0,2023-11-26 07:53:34,2023-11-26 07:58:34
886770682,Nankeng,SIAT,8.0,2023-12-04 10:46:32,2023-12-04 10:49:32
888810247,Xinxiu,Shenkang,5.0,2023-10-18 20:36:03,2023-10-18 21:29:03
884299726,Huaqiang North,Changlingpi,5.0,2023-05-07 18:38:54,2023-05-07 19:20:54
884123807,Xixiang,Chiwei,7.0,2023-07-06 18:33:04,2023-07-06 19:14:04
882328723,Hongling North,Yangtai Mountain East,6.0,2023-04-04 10:47:15,2023-04-04 11:32:15
885224756,Bao'an Passenger Transport Terminal,Bantian,6.0,2024-03-16 16:46:27,2024-03-16 17:11:27
885889306,Shenyun,Yuanling,5.0,2024-03-21 21:59:56,2024-03-21 22:40:56
888873502,Xiangmei North,University of technology,10.0,2023-05-27 12:59:25,2023-05-27 13:12:25
882876576,Yannan,Zhuguang,5.0,2023-05-09 16:34:00,2023-05-09 16:48:00
888848471,Xinxiu,Shekou Port,7.0,2023-10-10 09:41:50,2023-10-10 10:06:50
885881823,Zhongshan Park,Gongming Square,8.0,2023-04-04 17:59:57,2023-04-04 18:17:57
887670535,Huangmugang,University of technology,9.0,2023-10-21 10:45:37,2023-10-21 11:45:37
887558853,Xiangmei,Nonglin,2.0,2024-03-21 08:30:16,2024-03-21 08:31:16
885820417,Sea World,Yihai,3.0,2023-01-18 16:37:49,2023-01-18 16:39:49
885052661,Tanglang,Baohua,5.0,2023-02-08 07:30:12,2023-02-08 08:09:12
882008814,University Town,Chaguang,2.0,2024-02-03 09:56:00,2024-02-03 10:40:00
886252523,Huilongpu  station
,Qiaotou West,12.0,2024-03-17 18:36:55,2024-03-17 19:04:55
887038724,Shenwai Senior Campus,Chiwei,6.0,2023-07-20 22:44:04,2023-07-20 23:36:04
883955667,Longsheng,Sungang,5.0,2023-06-18 06:34:46,2023-06-18 07:01:46
888575660,Aobei,Keyuan,8.0,2023-04-22 13:50:43,2023-04-22 14:38:43
888841923,Pingshan Center,Longyuan Station,4.0,2024-01-11 18:36:38,2024-01-11 19:28:38
889015778,Bao'an Passenger Transport Terminal,Mumianwan,7.0,2023-04-30 22:53:03,2023-04-30 23:39:03
882381263,Nankeng,Baishilong,3.0,2023-05-01 12:40:35,2023-05-01 13:25:35
889223382,Shangchuan,Huangbeiling,7.0,2023-11-18 09:52:29,2023-11-18 10:26:29
887293956,Shuangyong St,Cuizhu,7.0,2024-02-11 18:32:22,2024-02-11 19:29:22
883769486,Zhangbei,Daxin,9.0,2023-12-29 15:39:11,2023-12-29 15:41:11
885575510,Fuwei,Changlingpi,7.0,2023-08-12 16:35:43,2023-08-12 17:09:43
888642156,Xiangmi,Minle,4.0,2024-01-14 07:39:45,2024-01-14 07:46:45
882214471,University of technology,Nigang,9.0,2023-12-05 22:44:13,2023-12-05 23:42:13
887669119,Shiyaling,Guomao,5.0,2024-01-21 13:46:22,2024-01-21 14:21:22
882617792,Shenzhen Bay Park,Shijing,10.0,2023-06-24 18:55:33,2023-06-24 18:58:33
884889202,Taoyuancun,Bei'er Rd,6.0,2023-05-06 06:49:46,2023-05-06 06:55:46
886865891,Shuiwan,Universiade Center,9.0,2023-04-17 11:38:05,2023-04-17 12:29:05
881179380,Loucun,Xiaomeisha,12.0,2023-12-07 06:51:02,2023-12-07 07:10:02
882804465,Baotian 1st Road,Bao'an Passenger Transport Terminal,2.0,2023-12-01 15:33:18,2023-12-01 16:25:18
882620815,Changhu,Pingshan Square ,10.0,2024-01-04 10:45:20,2024-01-04 11:02:20
889314083,Shangmeilin,Songgang Park,9.0,2023-06-18 06:50:17,2023-06-18 07:49:17
884164297,Chiwei,Liantang Checkpoint,4.0,2023-09-14 16:36:31,2023-09-14 17:14:31
889147497,Guiwan,Chaguang,4.0,2023-01-13 18:49:03,2023-01-13 19:33:03
885672444,Silian,Haiyue,8.0,2024-02-09 10:52:45,2024-02-09 11:03:45
882884298,Taiziwan,Guanlan,9.0,2023-10-04 17:49:49,2023-10-04 18:04:49
887467224,OCT,Xin'an Park,4.0,2023-05-12 22:34:25,2023-05-12 22:54:25
887071892,Xin'an,Yinhu,7.0,2024-01-21 17:47:09,2024-01-21 18:11:09
888668851,Grand Theater,Longhua,6.0,2024-02-04 06:36:24,2024-02-04 07:28:24
885664874,Cuizhu,Huangbeiling,3.0,2023-03-01 13:57:18,2023-03-01 14:29:18
883484657,Sungang,Shenzhen World North,9.0,2023-03-09 17:53:23,2023-03-09 18:01:23
886528095,Longhua,Shenkang,6.0,2023-08-11 13:38:53,2023-08-11 13:47:53
883037481,Yuyuan  station,Sungang,7.0,2024-01-23 14:50:30,2024-01-23 14:57:30
886444259,Huilongpu  station
,Loucun,11.0,2023-10-23 13:54:55,2023-10-23 14:27:55
884242011,Mugu,Huangbeiling,7.0,2023-05-23 07:33:02,2023-05-23 08:27:02
889076926,Chaguang,Guangming,8.0,2024-03-18 07:48:42,2024-03-18 07:51:42
883144659,Hongling,Taoyuan,6.0,2023-04-05 13:39:28,2023-04-05 14:02:28
886228280,Yabao,Baolong,8.0,2023-12-30 16:30:51,2023-12-30 17:05:51
889921672,Xixiang Taoyuan,Huanggang Checkpoint,7.0,2023-01-29 15:56:07,2023-01-29 16:04:07
886117680,Nankeng,Qinghu,5.0,2023-04-02 07:53:02,2023-04-02 08:14:02
882732783,Longcheng Square,Pingshan wei,4.0,2023-12-16 11:31:06,2023-12-16 11:46:06
887485586,Gangxia North,Shuibei,4.0,2023-11-02 12:54:19,2023-11-02 13:13:19
881252016,Minzhi,Qianwan Park,6.0,2023-06-04 20:40:44,2023-06-04 20:57:44
882372123,Zhongshan Park,Zhenmei,9.0,2023-01-26 10:42:17,2023-01-26 10:47:17
885182322,Shuanglong Station,Shaibu,7.0,2023-02-05 07:50:32,2023-02-05 08:14:32
888471950,Bagualing,Futian Bonded Area,4.0,2023-12-01 18:59:05,2023-12-01 19:40:05
883183313,ShaTian,Xintangwei Station,5.0,2023-10-28 20:55:30,2023-10-28 21:14:30
881657893,Baolong,Shangchuan,10.0,2023-12-23 12:50:11,2023-12-23 13:38:11
883533240,Songgang,Honghu,10.0,2024-01-11 22:55:56,2024-01-11 23:28:56
887014821,Zhongwu South,Yantian Rd,10.0,2023-12-02 08:56:15,2023-12-02 09:48:15
886235705,Shiyaling,Airport,9.0,2023-01-11 09:58:11,2023-01-11 10:33:11
881444705,Bei'er Rd,Mugu,4.0,2024-03-12 21:58:24,2024-03-12 22:30:24
888383446,ShaTian,Shenzhen World,14.0,2023-04-03 15:50:21,2023-04-03 16:29:21
883633436,Tai'an,Xiasha,5.0,2023-11-20 17:53:41,2023-11-20 18:10:41
886714360,Zhenmei,Honganwei,11.0,2023-06-05 18:51:14,2023-06-05 19:17:14
882421487,Huanggangcun,Airport,7.0,2024-01-16 12:44:24,2024-01-16 13:27:24
882139452,Loucun,Jingtian,8.0,2023-09-15 09:53:11,2023-09-15 10:33:11
886445636,Yantian Port West,Yanzihu,10.0,2023-03-27 19:33:07,2023-03-27 20:17:07
881518417,Yangtai Mountain East,Wutong Mountain South,7.0,2023-08-20 16:58:26,2023-08-20 17:56:26
887980051,Liwan,Cuizhu,7.0,2023-09-08 19:32:20,2023-09-08 20:20:20
885526866,Changzhen,Shangchuan,8.0,2023-07-23 20:54:14,2023-07-23 20:55:14
884390163,Nanlian,Xin'an Park,10.0,2023-05-12 08:39:41,2023-05-12 09:20:41
887818758,Guiwan,Pinghuan,11.0,2023-05-28 06:42:15,2023-05-28 06:52:15
882732929,Yantianxu,Bao'an,10.0,2023-01-03 16:58:30,2023-01-03 17:21:30
883099321,Daxin,Haishan,8.0,2024-01-28 16:41:41,2024-01-28 16:59:41
882549398,Silian,Shenkang,7.0,2023-10-22 21:58:23,2023-10-22 22:05:23
881184088,University Town,Shiyaling,6.0,2023-05-28 12:50:23,2023-05-28 13:06:23
882512502,Bao'an,Xiangmei,6.0,2023-10-20 21:59:35,2023-10-20 22:29:35
889303911,Baohua,Xiangmi,5.0,2023-08-01 06:38:26,2023-08-01 07:30:26
886735988,Buxin,Futian Checkpoint,5.0,2023-06-29 22:50:26,2023-06-29 23:49:26
887606349,Wanxia,Liwan,4.0,2023-10-04 12:47:56,2023-10-04 13:25:56
889165614,Zuopaotai East,Yantian Port West,9.0,2023-08-26 16:34:30,2023-08-26 17:32:30
889903792,Gangxia,Shuangyong St,7.0,2023-12-02 08:52:11,2023-12-02 09:50:11
888607027,Shenzhen University South,Aobei,8.0,2024-02-20 20:58:32,2024-02-20 21:08:32
881743045,Huaxin,Bihaiwan,7.0,2023-06-05 09:39:14,2023-06-05 09:45:14
884912721,Qiaotou West,Zhuzilin,8.0,2023-10-07 06:37:00,2023-10-07 06:39:00
886960386,Convention & Exhibition City,Hehua,11.0,2023-10-26 08:55:29,2023-10-26 09:16:29
882462754,Xuexiang,Yuanfen,5.0,2023-07-17 14:37:04,2023-07-17 14:40:04
885189453,Hourui,Science Museum,8.0,2023-04-30 21:34:12,2023-04-30 21:43:12
881354675,Liantang Checkpoint,Laojie,3.0,2023-10-04 16:48:34,2023-10-04 17:31:34
888707894,Sungang,Honghu,2.0,2023-12-08 08:52:49,2023-12-08 09:48:49
881937244,Bihaiwan,Baolong,11.0,2023-09-02 13:59:20,2023-09-02 14:08:20
883139175,Xiaomeisha,Shangshuijing,8.0,2023-08-15 20:46:30,2023-08-15 20:56:30
885612248,Shenzhen North Station,Xixiang Taoyuan,6.0,2023-11-27 18:50:16,2023-11-27 19:08:16
883455901,Lianhua West,Huilongpu  station
,8.0,2023-06-11 17:40:36,2023-06-11 17:51:36
889025603,Mugu,Donggualing,6.0,2023-03-04 14:49:18,2023-03-04 15:40:18
885763988,Longyuan Station,Nanyou,10.0,2023-03-16 17:56:08,2023-03-16 18:42:08
883149097,Hongling North,Qiaoxiang,5.0,2024-02-14 14:53:47,2024-02-14 15:09:47
886385617,Songgang,Tangwei,3.0,2023-01-20 18:34:02,2023-01-20 19:20:02
885025150,Guanlan,Lianhua West,7.0,2024-02-23 17:53:25,2024-02-23 17:53:25
889615162,Luohu  North,Tongxinling,3.0,2023-11-16 12:49:52,2023-11-16 12:54:52
882311650,Hongling,Huanancheng,7.0,2023-04-11 08:52:21,2023-04-11 09:20:21
889152541,Changlong,Keyuan,7.0,2024-02-16 18:30:22,2024-02-16 18:57:22
886690110,Baotian 1st Road,Huanancheng,8.0,2024-03-11 12:41:37,2024-03-11 13:09:37
882844862,Yantian Rd,Hongling,6.0,2023-07-10 11:41:55,2023-07-10 12:38:55
887533564,Gushu,Shopping Park,7.0,2023-05-15 18:31:04,2023-05-15 18:57:04
882008814,Liuyue North,Waterlands Resort East,11.0,2023-05-19 19:47:04,2023-05-19 20:04:04
888724110,Xiashuijing,Dongjiang Column Memorial 
Hall Station,8.0,2023-09-14 20:59:39,2023-09-14 21:19:39
883877767,Airport North,Liuxiandong,7.0,2023-11-05 20:33:42,2023-11-05 21:31:42
888350922,Chiwei,Window of the World,5.0,2023-12-25 17:53:38,2023-12-25 18:43:38
887652920,Liwan,Nanshan,4.0,2023-12-23 15:45:55,2023-12-23 16:05:55
885105949,Sea World,Grand Theater,6.0,2023-02-10 21:39:41,2023-02-10 22:35:41
887277012,Renmin South,Qiaotou West,9.0,2023-08-22 14:46:34,2023-08-22 15:41:34
882338341,Bao'an Stadium,Tangkeng,8.0,2023-10-31 11:37:49,2023-10-31 12:25:49
884269641,Shuiwan,Shiyaling,8.0,2023-04-10 14:48:28,2023-04-10 15:25:28
882630339,Liantang Checkpoint,Liwan,8.0,2023-10-07 11:30:35,2023-10-07 12:06:35
889137404,Caopu,Grand Theater,3.0,2023-02-18 18:53:47,2023-02-18 19:26:47
883225736,Longhua,Silian,7.0,2023-08-15 17:53:54,2023-08-15 18:00:54
885610616,Gangtou,Huaide,8.0,2023-02-14 13:52:52,2023-02-14 14:52:52
887692072,Tanglang,Huilongpu  station
,8.0,2023-02-11 09:56:42,2023-02-11 10:51:42
886535065,Silian,Qinghu North,7.0,2024-03-15 18:58:20,2024-03-15 19:54:20
888495854,Shenwai Senior Campus,Yijing,5.0,2023-08-08 15:44:37,2023-08-08 16:04:37
886419857,Tongxinling,Songgang,9.0,2023-05-16 12:55:09,2023-05-16 13:34:09
884090096,Nanyou West,ShaTian,12.0,2024-01-20 18:31:55,2024-01-20 19:02:55
887519999,Xiasha,Lingzhi,5.0,2023-07-15 16:54:35,2023-07-15 17:26:35
884825104,Changlong,Fuwei,8.0,2023-11-17 22:43:01,2023-11-17 23:34:01
883828642,Railway Park,Qiaoxiang,6.0,2024-01-08 17:46:30,2024-01-08 18:08:30
884609232,Buji,Shuanglong Station,6.0,2023-06-30 14:33:48,2023-06-30 15:19:48
881429393,Jingtian,Shixia,3.0,2023-08-02 09:41:01,2023-08-02 10:06:01
888564361,Yuyuan  station,Taoyuan,9.0,2023-03-05 19:56:50,2023-03-05 20:01:50
889881808,Guanlan,Shiyaling,7.0,2023-10-30 17:39:51,2023-10-30 18:10:51
886452189,Huaide,Bao'an Stadium,5.0,2024-02-26 18:58:50,2024-02-26 19:03:50
885447495,Airport North,Haishan,10.0,2023-02-18 15:55:46,2023-02-18 16:29:46
882582176,Meilinguan,Pingshan Station,9.0,2023-03-12 08:37:27,2023-03-12 08:58:27
881507563,Shangfen,Dameisha,9.0,2023-05-22 11:53:24,2023-05-22 12:47:24
887431774,Huanggekeng  station,Daxin,9.0,2023-10-16 17:38:03,2023-10-16 18:04:03
881677606,Meijing,Zuopaotai East,6.0,2023-11-04 16:52:58,2023-11-04 17:52:58
885630957,Huaqiang Rd,Ludancun,3.0,2023-03-19 17:48:07,2023-03-19 18:39:07
884235397,Shopping Park,Yannan,3.0,2024-03-03 15:37:26,2024-03-03 16:17:26
882921936,ShaTian,Yabao,10.0,2023-11-06 21:40:28,2023-11-06 22:26:28
885502771,Xingdong,Longcheng Square,9.0,2024-01-04 10:53:42,2024-01-04 11:09:42
883560378,Fuyong,Waterlands Resort East,4.0,2023-06-14 21:40:39,2023-06-14 21:54:39
883160847,Hehua,Mumianwan,6.0,2023-09-07 11:47:17,2023-09-07 12:12:17
884320315,Huaide,Xin'an Park,5.0,2024-02-16 09:44:03,2024-02-16 10:07:03
882980174,Shijing,Universiade,6.0,2023-04-29 11:59:01,2023-04-29 12:32:01
